AccX,AccY,AccZ,Class,Timestamp,brake
0.0,0.0,0.0,NORMAL,3581629,0
-1.6248639,-1.0824918,-0.20418262,NORMAL,3581630,0
-0.5946599,-0.122409865,0.2205019,NORMAL,3581630,0
0.7384782,-0.22845554,0.66773224,NORMAL,3581631,0
0.101741076,0.7775676,-0.066729546,NORMAL,3581631,0
0.15846956,0.34589112,0.3552742,NORMAL,3581632,0
0.078171015,-0.34917977,0.27065182,NORMAL,3581632,0
-0.66274977,-0.46277535,-0.09979725,NORMAL,3581633,0
0.46731782,-0.23463994,0.13413906,NORMAL,3581633,0
-0.17189527,-0.40889418,0.41465282,NORMAL,3581634,0
0.8526788,-0.41677797,0.4910078,NORMAL,3581634,0
0.30885077,0.23902233,1.5170336,NORMAL,3581635,0
-0.40297937,-0.040392295,-1.0480223,NORMAL,3581636,0
-0.6046126,0.84023064,-0.8447466,NORMAL,3581636,0
0.16359544,0.47510707,0.006772995,NORMAL,3581637,0
-0.25059032,1.7221956,0.529089,NORMAL,3581637,0
0.7984953,0.1821081,0.20606041,NORMAL,3581638,0
-0.29116774,1.694341,1.4759464,NORMAL,3581638,0
1.1801066,1.6199347,1.0541077,NORMAL,3581639,0
-1.2662845,-1.4181135,0.4026966,NORMAL,3581639,0
-1.9412715,-1.3333063,-0.80127716,NORMAL,3581640,0
-0.16773546,-1.0927223,-0.4438877,NORMAL,3581640,0
0.099909425,-0.90456706,-0.58917904,NORMAL,3581641,0
-0.23394442,-0.092106625,-0.21144581,NORMAL,3581641,0
-0.74943143,-0.33966783,-0.7901592,NORMAL,3581642,0
-0.48120236,0.726062,-0.46176815,NORMAL,3581643,0
-0.018947363,0.68598056,0.5985756,NORMAL,3581643,0
-0.34503925,-0.12613934,-0.11033535,NORMAL,3581644,0
0.5063236,0.89916474,-0.48235893,NORMAL,3581644,0
-0.7444526,0.30807012,0.13416195,NORMAL,3581645,0
-2.3109999,-0.00023590773,1.234169,NORMAL,3581645,1
-1.2354913,-1.1864295,-0.4508562,NORMAL,3581646,1
-0.05797839,-1.2544351,-1.2268076,NORMAL,3581646,0
0.73513544,-0.59420466,0.5606766,NORMAL,3581647,0
-0.18448567,-0.28631848,0.45686817,NORMAL,3581647,0
0.21474361,-0.17878866,0.5616379,NORMAL,3581648,0
0.19085145,-0.18170041,0.5620079,NORMAL,3581648,0
-0.26172924,-0.5900413,-0.06337738,NORMAL,3581649,0
-0.250973,0.109036595,0.17395306,NORMAL,3581650,0
-0.3154993,-0.40621176,-0.6458931,NORMAL,3581650,0
1.0180122,0.70333594,-0.9524183,NORMAL,3581651,0
-0.97506404,0.13342544,-0.51490307,NORMAL,3581651,0
-0.37907457,-0.45772478,-0.011478424,NORMAL,3581652,0
0.24483013,0.65835357,-0.44392014,NORMAL,3581652,0
0.45495677,0.4233096,0.17937946,NORMAL,3581653,0
-0.16050053,0.4032675,0.935833,NORMAL,3581653,0
-0.7214869,-0.5823275,-0.5584183,NORMAL,3581654,0
-0.10930574,0.63884765,-0.6289568,NORMAL,3581654,0
0.1320141,-0.30378756,0.08743,NORMAL,3581655,0
-0.104435205,-0.009786218,0.19088554,NORMAL,3581655,0
-0.18531281,0.6822442,0.02031517,NORMAL,3581656,0
1.0312804,0.72823286,0.1628828,NORMAL,3581657,0
0.024627209,0.4760384,-1.6079884,NORMAL,3581657,0
1.158198,0.22727384,-0.6456232,NORMAL,3581658,0
1.1000575,0.22532225,-0.049497604,NORMAL,3581658,0
0.665429,0.49806526,-0.106206894,NORMAL,3581659,0
0.8107588,0.3941303,0.5273695,NORMAL,3581659,0
-0.6773871,-0.56613946,-0.8683405,NORMAL,3581660,0
-0.7798283,0.45677698,-0.5473404,NORMAL,3581660,0
-0.62190557,-0.4506393,0.37696838,NORMAL,3581661,0
0.70113504,-0.16873932,2.0005665,NORMAL,3581661,0
1.8915246,1.1473792,1.4740295,NORMAL,3581662,0
-0.44840515,-0.0026172996,-0.41570568,NORMAL,3581663,0
-0.6348057,0.67214185,-0.2979393,NORMAL,3581663,0
0.6373229,0.9423757,-0.43490982,NORMAL,3581664,0
-1.1450831,-1.1350858,0.052502632,NORMAL,3581664,0
-1.561934,1.0792023,0.28938866,NORMAL,3581665,0
-2.3862872,-1.1911907,1.1060066,NORMAL,3581665,1
-2.8973424,-0.020120025,-0.67102814,NORMAL,3581666,1
-0.84673524,1.1123292,0.09226227,NORMAL,3581666,1
-0.9487786,-1.1211964,0.36146355,NORMAL,3581667,0
-0.66064614,0.47948244,1.7438354,NORMAL,3581667,0
