acc_x,speed_x_km,time,acc_y,speed_y_km,speed,label,timestamp
-0.07163334,-47.7251,216,0.9764384,-27.7342,55,0,3581845
-0.91495967,-51.0190,217,1.0541723,-23.9392,56,0,3581846
0.20794773,-51.0190,217,-0.43980244,-23.9392,56,0,3581846
0.89963675,-47.7803,218,-1.2510958,-28.4431,56,0,3581847
0.06488228,-47.7803,218,0.17256615,-28.4431,56,0,3581847
-0.029850483,-47.8877,219,-1.2884343,-33.0815,58,0,3581848
1.5699337,-47.8877,219,0.19490254,-33.0815,58,0,3581848
0.040717363,-47.7411,220,-0.3426364,-34.3150,59,0,3581849
-1.2269511,-47.7411,220,-0.5976982,-34.3150,59,0,3581849
-0.7989179,-50.6172,221,-0.11568266,-34.7314,61,0,3581850
0.462615,-50.6172,221,-0.32989752,-34.7314,61,0,3581850
-0.09727144,-50.9674,222,0.57977724,-32.6442,61,0,3581851
0.23294139,-50.9674,222,0.6971167,-32.6442,61,0,3581851
0.83166385,-47.9734,223,-0.07652971,-32.9198,58,0,3581852
0.4358518,-46.4044,224,-0.6372194,-35.2137,58,0,3581853
0.2558267,-46.4044,224,0.3026677,-35.2137,58,0,3581853
-0.9075968,-49.6717,225,-1.2297766,-39.6409,64,0,3581854
-0.06473565,-49.6717,225,0.11134885,-39.6409,64,0,3581854
0.19034219,-48.9865,226,0.7464454,-36.9537,61,0,3581855
0.11460757,-48.9865,226,-0.18059784,-36.9537,61,0,3581855
-0.6445849,-51.3070,227,-1.5396824,-42.4966,67,0,3581856
0.15953517,-51.3070,227,0.8927524,-42.4966,67,0,3581856
-0.6067896,-53.4914,228,-1.0438714,-46.2545,71,0,3581857
0.9169929,-53.4914,228,0.2217115,-46.2545,71,0,3581857
-1.0590467,-57.3040,229,-0.473343,-47.9586,75,0,3581858
-1.812112,-63.8276,230,-0.2548878,-48.8762,80,0,3581859
1.248816,-63.8276,230,0.29745567,-48.8762,80,0,3581859
-0.3742988,-65.1751,231,-0.6746378,-51.3049,83,0,3581860
0.553911,-65.1751,231,-0.741951,-51.3049,83,0,3581860
0.5328977,-63.2566,232,-0.2614141,-52.2459,82,0,3581861
0.29346967,-63.2566,232,-0.20122498,-52.2459,82,0,3581861
0.4756055,-61.5445,233,0.20784998,-51.4977,80,0,3581862
-0.55453396,-61.5445,233,-1.1656574,-51.4977,80,0,3581862
-0.30489838,-62.6421,234,0.66455215,-49.1053,80,0,3581863
1.357024,-62.6421,234,0.43891844,-49.1053,80,0,3581863
0.68505335,-60.1759,235,-0.11592513,-49.5226,78,0,3581864
0.9393575,-60.1759,235,0.58438843,-49.5226,78,0,3581864
0.49633026,-58.3891,236,-0.20601207,-50.2643,77,0,3581865
0.4516058,-56.7633,237,0.48230696,-48.5280,75,0,3581866
-0.55122447,-56.7633,237,-0.031457007,-48.5280,75,0,3581866
0.5645814,-54.7308,238,0.7544526,-45.8119,71,0,3581867
-0.051659822,-54.7308,238,-0.3356244,-45.8119,71,0,3581867
-1.2352134,-59.1776,239,0.73405963,-43.1693,73,0,3581868
-1.1974677,-59.1776,239,0.4710648,-43.1693,73,0,3581868
-0.724089,-61.7843,240,-0.20638904,-43.9123,76,0,3581869
-0.0842123,-61.7843,240,-0.04938993,-43.9123,76,0,3581869
-0.6744447,-64.2123,241,-0.14493942,-44.4341,78,0,3581870
-0.24925208,-64.2123,241,0.68087757,-44.4341,78,0,3581870
0.8665528,-61.0927,242,-0.5200677,-46.3064,77,0,3581871
-0.64320636,-61.0927,242,-0.7320719,-46.3064,77,0,3581871
-0.054543734,-61.2891,243,0.34203526,-45.0750,76,0,3581872
-0.036085844,-61.4190,244,-0.14548215,-45.5988,76,0,3581873
0.07778096,-61.4190,244,0.14447641,-45.5988,76,0,3581873
0.20443249,-60.6831,245,-0.44846198,-47.2132,77,0,3581874
-0.07967162,-60.6831,245,-0.37240738,-47.2132,77,0,3581874
-0.22931421,-61.5086,246,-0.30673414,-48.3175,78,0,3581875
1.6583589,-61.5086,246,0.19247384,-48.3175,78,0,3581875
-0.31036663,-62.6259,247,-0.068618774,-48.5645,79,0,3581876
1.0894045,-62.6259,247,-0.59240294,-48.5645,79,0,3581876
-0.27613664,-63.6200,248,-0.55357474,-50.5574,81,0,3581877
-0.04516661,-63.6200,248,0.3165699,-50.5574,81,0,3581877
0.9869417,-60.0670,249,-0.010799736,-50.5962,79,0,3581878
1.3781554,-60.0670,249,0.13707142,-50.5962,79,0,3581878
1.4017797,-55.0206,250,-0.33752275,-51.8113,76,0,3581879
0.18587554,-54.3514,251,-0.12571466,-52.2639,75,0,3581880
0.29148555,-54.3514,251,-0.14027604,-52.2639,75,0,3581880
-1.325272,-59.1224,252,-0.4560146,-53.9056,80,0,3581881
-0.058419347,-59.1224,252,-0.40330976,-53.9056,80,0,3581881
0.93248606,-55.7655,253,-1.4718277,-59.2041,81,0,3581882
-0.72283673,-55.7655,253,-0.9780785,-59.2041,81,0,3581882
0.016498089,-55.7061,254,0.22365475,-58.3990,81,0,3581883
-0.07739544,-55.7061,254,0.3881409,-58.3990,81,0,3581883
0.41235733,-54.2216,255,-0.24281716,-59.2731,80,0,3581884
0.29378867,-54.2216,255,0.63656104,-59.2731,80,0,3581884
0.27055347,-53.2476,256,0.47573295,-57.5605,78,0,3581885
-0.37055242,-54.5816,257,-1.0120957,-61.2040,82,0,3581886
-0.23811936,-54.5816,257,0.62763774,-61.2040,82,0,3581886
0.22274315,-53.7797,258,-0.8273667,-64.1825,84,0,3581887
-0.4009421,-53.7797,258,0.35713506,-64.1825,84,0,3581887
0.44990587,-52.1601,259,0.5561523,-62.1804,81,0,3581888
-0.41796756,-52.1601,259,1.2013156,-62.1804,81,0,3581888
-0.6966207,-54.6679,260,-0.35035992,-63.4417,84,0,3581889
0.5598773,-54.6679,260,1.0532818,-63.4417,84,0,3581889
0.5952276,-52.5251,261,0.7035109,-60.9090,80,0,3581890
-1.5372773,-52.5251,261,-0.007200316,-60.9090,80,0,3581890
0.09083426,-52.1981,262,-0.71478146,-63.4823,82,0,3581891
0.5029361,-52.1981,262,0.03971535,-63.4823,82,0,3581891
-0.20817196,-52.9475,263,0.91589415,-60.1850,80,0,3581892
-0.06735623,-53.1900,264,0.112042286,-59.7817,80,0,3581893
-0.819084,-53.1900,264,-0.007174522,-59.7817,80,0,3581893
0.12722957,-52.7319,265,-0.83313066,-62.7810,82,0,3581894
0.73136485,-52.7319,265,-0.523913,-62.7810,82,0,3581894
-0.06942606,-52.9819,266,-2.1235468,-70.4257,88,0,3581895
0.5164496,-52.9819,266,0.2838661,-70.4257,88,0,3581895
-0.42937052,-54.5276,267,-0.032528177,-70.5428,89,0,3581896
0.611081,-54.5276,267,-0.33089286,-70.5428,89,0,3581896
0.2733488,-53.5436,268,0.37539053,-69.1914,87,0,3581897
0.4119799,-53.5436,268,0.24430086,-69.1914,87,0,3581897
0.7059561,-51.0021,269,0.98366845,-65.6502,83,0,3581898
0.58627033,-51.0021,269,-0.41322398,-65.6502,83,0,3581898
-0.79241014,-53.8548,270,-0.4794762,-67.3763,86,0,3581899
-0.20290077,-54.5852,271,-1.1505759,-71.5184,90,0,3581900
-0.06422377,-54.5852,271,-0.73578554,-71.5184,90,0,3581900
1.271913,-50.0063,272,-0.09693989,-71.8674,88,0,3581901
1.5661707,-50.0063,272,0.6795253,-71.8674,88,0,3581901
1.6153026,-44.1913,273,-0.72035074,-74.4607,87,0,3581902
-0.43961787,-44.1913,273,-0.09338666,-74.4607,87,0,3581902
-0.14751601,-44.7223,274,0.40862948,-72.9896,86,0,3581903
-1.2345526,-44.7223,274,0.23546207,-72.9896,86,0,3581903
-0.17547059,-45.3540,275,-0.080326095,-73.2788,86,0,3581904
1.1168303,-45.3540,275,0.29272595,-73.2788,86,0,3581904
1.2078149,-41.0059,276,-0.07834427,-73.5608,84,0,3581905
0.19444942,-41.0059,276,-0.007725552,-73.5608,84,0,3581905
0.10776925,-40.6179,277,-0.19220549,-74.2527,85,0,3581906
-0.32233548,-41.7783,278,-0.7038464,-76.7866,87,0,3581907
0.24665713,-41.7783,278,-0.1510436,-76.7866,87,0,3581907
-1.1504489,-45.9199,279,0.19113836,-76.0985,89,0,3581908
-0.22838187,-45.9199,279,-0.4724136,-76.0985,89,0,3581908
1.3629549,-41.0133,280,-0.11204606,-76.5019,87,0,3581909
-0.1380055,-41.0133,280,0.06646913,-76.5019,87,0,3581909
1.3930573,-35.9983,281,-0.3099401,-77.6176,86,0,3581910
-1.0390513,-35.9983,281,-0.00185594,-77.6176,86,0,3581910
1.0892208,-32.0771,282,1.0866545,-73.7057,80,0,3581911
-0.1809529,-32.0771,282,0.49053422,-73.7057,80,0,3581911
-0.17257702,-32.6984,283,0.70391554,-71.1716,78,0,3581912
0.16751683,-32.0953,284,0.44343358,-69.5752,77,0,3581913
0.3290348,-32.0953,284,-0.21074083,-69.5752,77,0,3581913
-0.000569344,-32.0974,285,0.41200978,-68.0920,75,0,3581914
0.43549228,-32.0974,285,0.74645764,-68.0920,75,0,3581914
1.1563863,-27.9344,286,0.83394015,-65.0898,71,0,3581915
0.980603,-27.9344,286,-0.4627953,-65.0898,71,0,3581915
1.2451155,-23.4520,287,0.41879752,-63.5821,68,0,3581916
0.17771459,-23.4520,287,0.98906744,-63.5821,68,0,3581916
0.58838177,-21.3338,288,0.34991443,-62.3224,66,0,3581917
0.27177906,-21.3338,288,-0.3176977,-62.3224,66,0,3581917
1.2970872,-16.6643,289,-0.289931,-63.3662,66,0,3581918
0.6208844,-16.6643,289,-0.23079026,-63.3662,66,0,3581918
0.07816887,-16.3829,290,0.08086151,-63.0751,65,0,3581919
0.032126665,-16.2672,291,-1.4262593,-68.2096,70,0,3581920
-0.5744629,-16.2672,291,-1.6591148,-68.2096,70,0,3581920
-0.29188764,-17.3180,292,-1.0415342,-71.9592,74,0,3581921
-0.22603464,-17.3180,292,-0.5312053,-71.9592,74,0,3581921
0.058799982,-17.1063,293,-0.80252695,-74.8482,77,0,3581922
-0.7985405,-17.1063,293,-0.42668962,-74.8482,77,0,3581922
-0.53823745,-19.0440,294,-0.30945587,-75.9623,78,0,3581923
-0.5153528,-19.0440,294,0.3229189,-75.9623,78,0,3581923
-0.42762697,-20.5834,295,0.2944883,-74.9021,78,0,3581924
-0.031713493,-20.5834,295,-0.08391827,-74.9021,78,0,3581924
0.344795,-19.3422,296,-0.03533107,-75.0293,77,0,3581925
0.8982495,-19.3422,296,0.028264463,-75.0293,77,0,3581925
2.5152426,-10.2873,297,-1.4317896,-80.1838,81,0,3581926
0.66863656,-7.8802,298,-0.9365903,-83.5555,84,0,3581927
0.093574286,-7.8802,298,0.75457877,-83.5555,84,0,3581927
-0.3275652,-9.0594,299,-1.4359556,-88.7249,89,0,3581928
-0.057436705,-9.0594,299,0.9079493,-88.7249,89,0,3581928
0.6734171,-6.6351,300,-2.16608,-96.5228,97,0,3581929
0.20289707,-6.6351,300,-0.65013266,-96.5228,97,0,3581929
-0.5614152,-8.6562,301,-0.15944195,-97.0968,97,0,3581930
-0.91252375,-8.6562,301,-0.29998893,-97.0968,97,0,3581930
-0.109808445,-9.0515,302,1.3911144,-92.0888,93,0,3581931
-1.922281,-9.0515,302,0.26151702,-92.0888,93,0,3581931
-0.63623285,-11.3420,303,1.1276133,-88.0294,89,0,3581932
-1.6712124,-11.3420,303,0.101218164,-88.0294,89,0,3581932
-0.907002,-14.6072,304,-1.1735969,-92.2543,93,0,3581933
-1.9098209,-21.4825,305,0.16365415,-91.6652,94,0,3581934
-1.0430788,-21.4825,305,-0.26890445,-91.6652,94,0,3581934
-0.7651744,-24.2372,306,-0.5213484,-93.5420,97,0,3581935
-0.400496,-24.2372,306,-0.5043357,-93.5420,97,0,3581935
-0.20211792,-24.9648,307,-1.3634696,-98.4505,102,0,3581936
0.50870955,-24.9648,307,-2.3056333,-98.4505,102,0,3581936
-0.5754907,-27.0366,308,-0.6420709,-100.7620,104,0,3581937
0.1607877,-27.0366,308,0.026787877,-100.7620,104,0,3581937
0.5972079,-24.8866,309,0.01051259,-100.7241,104,0,3581938
-0.36864388,-24.8866,309,-0.08297765,-100.7241,104,0,3581938
0.18407774,-24.2239,310,0.6053978,-98.5447,101,0,3581939
0.3320011,-23.0287,311,1.0934865,-94.6082,97,0,3581940
-1.0740231,-23.0287,311,0.49058187,-94.6082,97,0,3581940
-0.14754963,-23.5599,312,0.17769188,-93.9685,97,0,3581941
1.0301888,-23.5599,312,0.40738815,-93.9685,97,0,3581941
1.095551,-19.6159,313,1.1317163,-89.8943,92,0,3581942
0.1641891,-19.6159,313,0.006551087,-89.8943,92,0,3581942
-0.564914,-21.6496,314,0.6863041,-87.4236,90,0,3581943
0.4898994,-21.6496,314,1.1407373,-87.4236,90,0,3581943
-0.048973083,-21.8259,315,0.7001127,-84.9032,88,0,3581944
0.031963706,-21.8259,315,0.80641913,-84.9032,88,0,3581944
-0.71170926,-24.3881,316,0.41846478,-83.3967,87,0,3581945
0.12218666,-24.3881,316,-0.34776318,-83.3967,87,0,3581945
-0.41870224,-25.8954,317,0.05317104,-83.2053,87,0,3581946
-1.6376058,-31.7908,318,-1.5124228,-88.6500,94,0,3581947
0.14603937,-31.7908,318,-0.3773564,-88.6500,94,0,3581947
-1.0438817,-35.5487,319,-2.3658812,-97.1672,103,0,3581948
1.3606005,-35.5487,319,-3.578845,-97.1672,103,0,3581948
-1.4628837,-40.8151,320,-0.8647557,-100.2803,108,0,3581949
-1.8697839,-40.8151,320,0.478813,-100.2803,108,0,3581949
-0.51804364,-42.6801,321,-0.6185088,-102.5069,111,0,3581950
-1.7938365,-42.6801,321,-1.7622671,-102.5069,111,0,3581950
-0.15272486,-43.2299,322,-0.893272,-105.7227,114,0,3581951
-0.5546738,-43.2299,322,-0.798226,-105.7227,114,0,3581951
-0.8512211,-46.2943,323,-2.446064,-114.5286,124,0,3581952
-0.5101371,-46.2943,323,-1.2260644,-114.5286,124,0,3581952
0.4568373,-44.6497,324,-0.2875158,-115.5636,124,0,3581953
-0.13855004,-45.1485,325,-0.058543324,-115.7744,124,0,3581954
0.284276,-45.1485,325,0.47457635,-115.7744,124,0,3581954
1.5990479,-39.3919,326,0.38366675,-114.3932,121,0,3581955
0.62328863,-39.3919,326,0.20398295,-114.3932,121,0,3581955
1.4427435,-34.1980,327,-0.1261189,-114.8472,120,0,3581956
1.4641161,-34.1980,327,0.7626747,-114.8472,120,0,3581956
0.4488585,-32.5821,328,-1.7443461,-121.1268,125,0,3581957
-0.07701111,-32.5821,328,-0.92430186,-121.1268,125,0,3581957
0.1374228,-32.0874,329,0.11220431,-120.7229,125,0,3581958
0.41126227,-32.0874,329,0.94552314,-120.7229,125,0,3581958
0.14207673,-31.5759,330,-0.37121624,-122.0593,126,0,3581959
-0.5569669,-31.5759,330,-0.80011284,-122.0593,126,0,3581959
-0.19993865,-32.2957,331,0.43333232,-120.4993,125,0,3581960
-0.38921416,-33.6969,332,-1.069015,-124.3477,129,0,3581961
0.4732579,-33.6969,332,0.34051347,-124.3477,129,0,3581961
0.29319298,-32.6414,333,0.19268191,-123.6541,128,0,3581962
-1.072531,-32.6414,333,-0.83113647,-123.6541,128,0,3581962
0.117099285,-32.2198,334,1.1964908,-119.3467,124,0,3581963
0.036445856,-32.2198,334,-0.47728482,-119.3467,124,0,3581963
0.09764075,-31.8683,335,-0.5201133,-121.2191,125,0,3581964
-0.034880042,-31.8683,335,-0.34203875,-121.2191,125,0,3581964
0.3321674,-30.6725,336,-0.08323842,-121.5188,125,0,3581965
0.10158324,-30.6725,336,-0.40463877,-121.5188,125,0,3581965
-0.11293006,-31.0791,337,0.38940006,-120.1169,124,0,3581966
-0.5971999,-33.2290,338,1.0624743,-116.2920,121,0,3581967
0.52147114,-33.2290,338,0.5292369,-116.2920,121,0,3581967
0.71410704,-30.6582,339,1.6791232,-110.2472,114,0,3581968
-0.8954813,-30.6582,339,0.6466949,-110.2472,114,0,3581968
-1.1214677,-34.6955,340,1.2292928,-105.8217,111,0,3581969
-0.26859748,-34.6955,340,-0.38817632,-105.8217,111,0,3581969
-0.36955535,-36.0259,341,-0.77380395,-108.6074,114,0,3581970
0.19427443,-36.0259,341,0.45668578,-108.6074,114,0,3581970
-0.3366214,-37.2377,342,1.2297982,-104.1802,111,0,3581971
0.50029635,-37.2377,342,1.0094546,-104.1802,111,0,3581971
0.14944553,-36.6997,343,1.7533877,-97.8680,105,0,3581972
-0.2985816,-36.6997,343,1.024201,-97.8680,105,0,3581972
-1.9584488,-43.7501,344,-2.573743,-107.1334,116,0,3581973
0.04413879,-43.5912,345,-1.7667391,-113.4937,122,0,3581974
0.59396553,-43.5912,345,-0.051578224,-113.4937,122,0,3581974
-0.71120703,-46.1516,346,-0.08914128,-113.8146,123,0,3581975
1.102657,-46.1516,346,-0.14257756,-113.8146,123,0,3581975
-0.3029871,-47.2423,347,-0.59020543,-115.9393,125,0,3581976
-0.4702406,-47.2423,347,-0.5613532,-115.9393,125,0,3581976
-0.41078174,-48.7211,348,-0.892748,-119.1532,129,0,3581977
0.16291046,-48.7211,348,-0.15430644,-119.1532,129,0,3581977
0.19354117,-48.0244,349,0.034735143,-119.0282,128,0,3581978
-0.45881522,-48.0244,349,0.069915324,-119.0282,128,0,3581978
-0.36224866,-49.3285,350,1.3725277,-114.0871,124,0,3581979
-1.907216,-49.3285,350,0.15964231,-114.0871,124,0,3581979
-0.50686955,-51.1532,351,1.3351102,-109.2807,121,0,3581980
-1.0642374,-54.9845,352,-0.6184949,-111.5073,124,0,3581981
-0.69829106,-54.9845,352,0.26956436,-111.5073,124,0,3581981
-0.6101984,-57.1812,353,-0.8844038,-114.6911,128,0,3581982
0.77752566,-57.1812,353,0.30503777,-114.6911,128,0,3581982
0.73080754,-54.5503,354,0.26767406,-113.7275,126,0,3581983
1.4776874,-54.5503,354,1.4848181,-113.7275,126,0,3581983
-0.41681814,-56.0508,355,-1.2963747,-118.3945,131,0,3581984
0.22266197,-56.0508,355,1.7707328,-118.3945,131,0,3581984
0.5108726,-54.2117,356,0.43023238,-116.8456,129,0,3581985
2.0136995,-54.2117,356,0.54507196,-116.8456,129,0,3581985
1.0519447,-50.4247,357,-0.15959644,-117.4202,128,0,3581986
-0.40830684,-50.4247,357,0.38051003,-117.4202,128,0,3581986
1.2436733,-45.9475,358,-0.35952988,-118.7145,127,0,3581987
1.505762,-40.5267,359,-0.2035577,-119.4473,126,0,3581988
1.0619525,-40.5267,359,0.005475968,-119.4473,126,0,3581988
0.51174486,-38.6844,360,-0.90884984,-122.7191,129,0,3581989
1.7384689,-38.6844,360,1.3155266,-122.7191,129,0,3581989
-0.09929919,-39.0419,361,0.29797715,-121.6464,128,0,3581990
1.9839971,-39.0419,361,1.205527,-121.6464,128,0,3581990
1.9405804,-32.0558,362,-2.1030433,-129.2174,133,0,3581991
0.7891383,-32.0558,362,-0.64093125,-129.2174,133,0,3581991
1.0810113,-28.1642,363,-0.40784103,-130.6856,134,0,3581992
-0.12201643,-28.1642,363,-1.9112821,-130.6856,134,0,3581992
-0.6472831,-30.4944,364,-1.3982311,-135.7192,139,0,3581993
-0.5857099,-32.6030,365,-1.6328287,-141.5974,145,0,3581994
-0.5347477,-32.6030,365,-0.04429859,-141.5974,145,0,3581994
0.7335012,-29.9623,366,1.1490476,-137.4608,141,0,3581995
0.3121524,-29.9623,366,0.71033704,-137.4608,141,0,3581995
0.5666568,-27.9224,367,2.3416188,-129.0310,132,0,3581996
-0.6274482,-27.9224,367,0.19800434,-129.0310,132,0,3581996
0.40572643,-26.4618,368,1.6957283,-122.9264,126,0,3581997
-0.16157699,-26.4618,368,0.3820323,-122.9264,126,0,3581997
-0.1201148,-26.8942,369,1.3009232,-118.2431,121,0,3581998
-1.0512913,-26.8942,369,0.5723382,-118.2431,121,0,3581998
0.23967695,-26.0313,370,0.2552844,-117.3241,120,0,3581999
-0.8772129,-26.0313,370,-0.0959194,-117.3241,120,0,3581999
-0.7303902,-28.6607,371,0.6445043,-115.0038,119,0,3582000
-0.2617097,-29.6029,372,0.88043594,-111.8343,116,0,3582001
-0.5680224,-29.6029,372,0.43675834,-111.8343,116,0,3582001
-0.4389205,-31.1830,373,1.0478426,-108.0620,112,0,3582002
-1.4025836,-31.1830,373,-0.120562255,-108.0620,112,0,3582002
-0.6899687,-33.6669,374,-0.7805097,-110.8719,116,0,3582003
0.074970484,-33.6669,374,0.4689448,-110.8719,116,0,3582003
0.6682217,-31.2613,375,0.3344247,-109.6679,114,0,3582004
0.26713026,-31.2613,375,-0.11490896,-109.6679,114,0,3582004
-0.24455321,-32.1417,376,1.0023086,-106.0596,111,0,3582005
-1.2424328,-32.1417,376,0.15371498,-106.0596,111,0,3582005
0.06470144,-31.9088,377,-0.1331925,-106.5391,111,0,3582006
-1.3918254,-31.9088,377,1.0933129,-106.5391,111,0,3582006
-0.19991648,-32.6285,378,0.20212922,-105.8115,111,0,3582007
-1.8096787,-39.1433,379,-1.4094648,-110.8855,118,0,3582008
0.2573502,-39.1433,379,0.6867457,-110.8855,118,0,3582008
0.6500881,-36.8030,380,0.3196152,-109.7349,116,0,3582009
0.5868373,-36.8030,380,-0.1069407,-109.7349,116,0,3582009
0.45173407,-35.1768,381,0.40016013,-108.2943,114,0,3582010
0.42225385,-35.1768,381,0.09699651,-108.2943,114,0,3582010
-1.4236269,-40.3018,382,1.3405201,-103.4685,111,0,3582011
0.083128214,-40.3018,382,-0.3606336,-103.4685,111,0,3582011
0.46420074,-38.6307,383,-0.13835078,-103.9665,111,0,3582012
0.15442705,-38.6307,383,-0.11684701,-103.9665,111,0,3582012
1.1042683,-34.6553,384,-0.26806283,-104.9316,111,0,3582013
0.7303755,-34.6553,384,-0.16196689,-104.9316,111,0,3582013
-1.1225946,-38.6967,385,-0.2505605,-105.8336,113,0,3582014
-0.9048624,-41.9542,386,0.32294068,-104.6710,113,0,3582015
0.10470843,-41.9542,386,1.0605251,-104.6710,113,0,3582015
-1.1202767,-45.9872,387,-0.21340388,-105.4392,115,0,3582016
-0.09445393,-45.9872,387,0.32861355,-105.4392,115,0,3582016
0.1194942,-45.5570,388,0.42191732,-103.9203,113,0,3582017
0.6549158,-45.5570,388,-1.3212717,-103.9203,113,0,3582017
0.62814736,-43.2957,389,0.41262424,-102.4349,111,0,3582018
-1.3559704,-43.2957,389,-0.49677557,-102.4349,111,0,3582018
-0.4965049,-45.0831,390,-1.188516,-106.7135,116,0,3582019
0.43291163,-45.0831,390,0.30135986,-106.7135,116,0,3582019
-0.10511792,-45.4615,391,1.4142807,-101.6221,111,0,3582020
-0.8588588,-48.5534,392,-1.1355108,-105.7100,116,0,3582021
-0.27617753,-48.5534,392,0.17150798,-105.7100,116,0,3582021
0.08783007,-48.2372,393,1.1496153,-101.5714,112,0,3582022
-0.4551549,-48.2372,393,-0.6998178,-101.5714,112,0,3582022
0.38235486,-46.8607,394,1.0229706,-97.8887,109,0,3582023
0.72677374,-46.8607,394,1.2622215,-97.8887,109,0,3582023
-0.07755399,-47.1399,395,0.72378516,-95.2830,106,0,3582024
-1.527012,-47.1399,395,-0.93309855,-95.2830,106,0,3582024
-0.48635638,-48.8908,396,-0.5146767,-97.1359,109,0,3582025
-0.2045176,-48.8908,396,-0.64454436,-97.1359,109,0,3582025
-0.5347866,-50.8160,397,-0.16872129,-97.7433,110,0,3582026
-0.33960938,-50.8160,397,0.5172755,-97.7433,110,0,3582026
-0.9550553,-54.2542,398,-0.5986079,-99.8983,114,0,3582027
0.17454004,-53.6259,399,1.7030935,-93.7671,108,0,3582028
-0.5997513,-53.6259,399,-0.47478628,-93.7671,108,0,3582028
-0.27337277,-54.6100,400,-0.21228379,-94.5313,109,0,3582029
0.5802932,-54.6100,400,-0.62733674,-94.5313,109,0,3582029
2.250085,-46.5097,401,-0.014035612,-94.5819,105,0,3582030
-0.25195587,-46.5097,401,0.81330407,-94.5819,105,0,3582030
0.35046136,-45.2481,402,-0.1214817,-95.0192,105,0,3582031
-0.60097635,-45.2481,402,-0.24566996,-95.0192,105,0,3582031
3.7569857,-31.7229,403,3.6508338,-81.8762,88,0,3582032
-1.9500135,-31.7229,403,0.64677984,-81.8762,88,0,3582032
-0.13473308,-32.2080,404,-0.044433787,-82.0362,88,0,3582033
1.2748727,-32.2080,404,-0.6735805,-82.0362,88,0,3582033
-0.015871167,-32.2651,405,-0.021241963,-82.1126,88,0,3582034
2.397728,-23.6333,406,-0.9538002,-85.5463,89,0,3582035
-0.63585943,-23.6333,406,-0.05680068,-85.5463,89,0,3582035
-1.6916411,-29.7232,407,-0.2929803,-86.6011,92,0,3582036
-0.6686629,-29.7232,407,-0.11819438,-86.6011,92,0,3582036
-1.1386957,-33.8225,408,-0.70819426,-89.1506,95,0,3582037
0.20467746,-33.8225,408,0.16735001,-89.1506,95,0,3582037
-0.52797174,-35.7232,409,0.7152174,-86.5758,94,0,3582038
0.5231525,-35.7232,409,-0.056920998,-86.5758,94,0,3582038
2.0298438,-28.4157,410,0.13727665,-86.0816,91,0,3582039
0.3604846,-28.4157,410,0.25094134,-86.0816,91,0,3582039
0.4212333,-26.8993,411,-0.20362586,-86.8146,91,0,3582040
0.98566043,-26.8993,411,-0.15524942,-86.8146,91,0,3582040
0.8245877,-23.9308,412,-1.3209407,-91.5700,95,0,3582041
0.6011497,-21.7666,413,-0.17144257,-92.1872,95,0,3582042
-0.5805845,-21.7666,413,0.12290129,-92.1872,95,0,3582042
-0.52027,-23.6396,414,-0.90540755,-95.4467,98,0,3582043
-0.81705,-23.6396,414,-0.7115064,-95.4467,98,0,3582043
-0.21791315,-24.4241,415,1.4503697,-90.2253,93,0,3582044
0.11096501,-24.4241,415,1.0730537,-90.2253,93,0,3582044
1.8904705,-17.6184,416,2.2008758,-82.3022,84,0,3582045
0.7855171,-17.6184,416,0.4843234,-82.3022,84,0,3582045
1.6378938,-11.7220,417,0.58769655,-80.1865,81,0,3582046
0.8674443,-11.7220,417,1.1268228,-80.1865,81,0,3582046
0.6279856,-9.4612,418,-0.14139277,-80.6955,81,0,3582047
1.5100772,-4.0250,419,-0.4309082,-82.2468,82,0,3582048
0.8548124,-4.0250,419,1.3337214,-82.2468,82,0,3582048
0.69153607,-1.5354,420,0.4618103,-80.5842,81,0,3582049
1.3582189,-1.5354,420,0.71492285,-80.5842,81,0,3582049
-1.1532524,-5.6871,421,-0.8735768,-83.7291,84,0,3582050
0.79808545,-5.6871,421,0.55775005,-83.7291,84,0,3582050
-1.0898349,-9.6106,422,-0.7003213,-86.2503,87,0,3582051
-0.8431822,-9.6106,422,-0.71912116,-86.2503,87,0,3582051
0.10569739,-9.2300,423,-0.007152259,-86.2760,87,0,3582052
-0.36718607,-9.2300,423,-0.12307185,-86.2760,87,0,3582052
0.8454958,-6.1863,424,0.2954898,-85.2123,85,0,3582053
-0.10324788,-6.1863,424,-0.50328356,-85.2123,85,0,3582053
0.59498405,-4.0443,425,1.5135759,-79.7634,80,0,3582054
-1.0138967,-7.6943,426,-0.13718832,-80.2573,81,0,3582055
-1.2283206,-7.6943,426,-0.920075,-80.2573,81,0,3582055
0.83114886,-4.7022,427,-0.43093342,-81.8086,82,0,3582056
0.67128694,-4.7022,427,-0.6592539,-81.8086,82,0,3582056
-1.0148406,-8.3556,428,0.4439211,-80.2105,81,0,3582057
0.46640944,-8.3556,428,-0.3154415,-80.2105,81,0,3582057
-0.24198997,-9.2268,429,-0.812726,-83.1363,84,0,3582058
0.14589524,-9.2268,429,-0.9097456,-83.1363,84,0,3582058
-0.4868939,-10.9796,430,-0.30482137,-84.2337,85,0,3582059
-0.03621888,-10.9796,430,0.47531736,-84.2337,85,0,3582059
-0.6087843,-13.1712,431,-0.7126066,-86.7991,88,0,3582060
