AccX,AccY,AccZ,Class,Timestamp,brake
-1.2676427,-1.0405898,-0.06290817,SLOW,3583693,0
0.9139037,0.82059765,-0.943902,SLOW,3583694,0
0.8929943,-0.4747522,0.33458233,SLOW,3583694,0
0.34726524,0.2595802,-1.0062895,SLOW,3583695,0
-0.0495435,-0.8593569,0.8310385,SLOW,3583695,0
-0.9889237,-0.58271307,1.2790127,SLOW,3583696,0
0.7511618,-0.29677433,0.5584078,SLOW,3583696,0
1.1145065,1.1672602,0.43904495,SLOW,3583697,0
-0.071641445,-0.1592552,-2.3403897,SLOW,3583698,0
0.8450128,0.8253962,-0.27239132,SLOW,3583698,0
0.13593912,0.21880534,0.5838642,SLOW,3583699,0
-0.74187696,-0.7244393,-0.65978813,SLOW,3583699,0
-0.35788822,-0.58278376,0.20193958,SLOW,3583700,0
-0.9775928,-0.44300488,0.4960041,SLOW,3583700,0
0.031900883,1.0732441,0.6238632,SLOW,3583701,0
0.68093824,0.52553564,-1.5153551,SLOW,3583701,0
-0.5900055,-0.75354606,-0.119202614,SLOW,3583702,0
-0.742684,0.12602417,0.7874155,SLOW,3583702,0
-0.58441174,-0.024502054,-1.4855595,SLOW,3583703,0
-0.86322314,0.27366304,-0.2937603,SLOW,3583703,0
0.1647507,0.03861253,-0.26401615,SLOW,3583704,0
-0.3897102,-0.39693317,-0.56258583,SLOW,3583705,0
1.015653,-0.3560332,-0.70190525,SLOW,3583705,0
-2.2443967,-0.65313745,0.76105976,SLOW,3583706,1
0.37661457,-0.2954567,1.3138819,SLOW,3583706,1
-1.4849155,-1.4517559,-0.2352848,SLOW,3583707,0
-1.987083,0.3936762,-0.40954876,SLOW,3583707,0
-1.3853418,-0.6323292,1.1475353,SLOW,3583708,0
-0.40069258,-0.6652936,0.12765026,SLOW,3583708,0
-0.9676499,-0.42356545,-0.7353649,SLOW,3583709,0
0.20429492,-0.26356882,2.698825,SLOW,3583709,0
-0.109050035,0.68727815,-1.7153926,SLOW,3583710,0
0.2960751,0.36450183,-0.05256462,SLOW,3583710,0
0.45424533,0.73023504,-0.08317089,SLOW,3583711,0
-0.47294384,-0.18990558,-0.72960854,SLOW,3583712,0
2.9016612,2.029743,1.843461,SLOW,3583712,0
-0.66126037,-0.06609815,-2.1196632,SLOW,3583713,0
-0.38610673,-0.040382504,-1.0716839,SLOW,3583713,0
0.26989937,0.48725453,-0.3704443,SLOW,3583714,0
1.5950195,0.7880291,-0.8179636,SLOW,3583714,0
1.5935901,0.45183477,1.4900284,SLOW,3583715,0
0.9869851,0.024065673,-0.8524542,SLOW,3583715,0
0.70450306,-1.2229905,0.323761,SLOW,3583716,0
0.72736156,0.38241187,-1.3269396,SLOW,3583716,0
2.6419373,-0.09235868,-0.75962734,SLOW,3583717,0
0.36854887,-0.88308513,-0.36912727,SLOW,3583718,0
1.2434365,0.29062033,-1.4532452,SLOW,3583718,0
0.9231206,-0.18575215,0.3877325,SLOW,3583719,0
1.5660052,0.13903841,-1.4059582,SLOW,3583719,0
2.036737,0.6435044,1.749898,SLOW,3583720,0
1.8780265,0.47605282,-0.8979006,SLOW,3583720,0
0.2159183,-1.2431442,1.2550497,SLOW,3583721,0
0.3950956,0.13216501,0.15561008,SLOW,3583721,0
-0.93602884,-0.9382119,-0.89213085,SLOW,3583722,0
-0.44774473,0.15025909,-0.034852028,SLOW,3583722,0
0.215024,-1.014753,0.5632076,SLOW,3583723,0
-0.53817916,-0.87214756,-1.2782774,SLOW,3583723,0
0.25107312,-0.59852004,0.12378216,SLOW,3583724,0
-0.11632991,1.538697,-1.2146521,SLOW,3583725,0
-1.4856143,0.77353776,-0.882452,SLOW,3583725,0
