AccX,AccY,AccZ,Class,Timestamp,brake
-0.035986423,0.5330645,-1.499918,AGGRESSIVE,3582430,0
1.4412134,0.37190998,-1.3363314,AGGRESSIVE,3582431,0
2.3300555,0.3434502,-0.07564354,AGGRESSIVE,3582431,0
1.7155428,0.55796635,-0.6685381,AGGRESSIVE,3582432,0
-1.4935509,-0.20946038,-0.02102375,AGGRESSIVE,3582432,0
-0.071065664,0.059405506,-0.15721798,AGGRESSIVE,3582433,0
-0.7114564,-1.5197556,0.27161312,AGGRESSIVE,3582433,0
-0.04023862,-0.8266994,-0.16446114,AGGRESSIVE,3582434,0
-1.3797278,-0.75483006,-1.7930269,AGGRESSIVE,3582434,0
0.07877898,-4.6997952,-0.47758102,AGGRESSIVE,3582435,0
-1.182549,-3.7053783,-1.5712113,AGGRESSIVE,3582435,0
0.2084353,-1.2599003,1.6534023,AGGRESSIVE,3582436,0
-1.2637064,-2.6159873,-0.03010273,AGGRESSIVE,3582436,0
-0.0868597,-0.021889508,0.43135738,AGGRESSIVE,3582437,0
-0.9859482,0.24473265,-0.07324028,AGGRESSIVE,3582438,0
-1.1734124,-0.772667,-0.013132095,AGGRESSIVE,3582438,0
-1.3149033,2.2784572,0.46203423,AGGRESSIVE,3582439,0
-1.628464,1.0364846,0.6655693,AGGRESSIVE,3582439,0
-0.38850576,-0.36773205,-0.41858387,AGGRESSIVE,3582440,0
-0.89852214,-0.98570687,0.83369446,AGGRESSIVE,3582440,0
-0.59843284,-0.28149295,1.1005402,AGGRESSIVE,3582441,0
1.701804,-0.9979348,0.07488823,AGGRESSIVE,3582441,0
1.1648561,-0.24575579,-0.9376507,AGGRESSIVE,3582442,0
1.3077285,-1.8989956,1.4558315,AGGRESSIVE,3582442,0
0.86962986,-0.41113913,-0.7015228,AGGRESSIVE,3582443,0
-2.4770627,-1.3533103,-0.8213291,AGGRESSIVE,3582444,1
-0.7665665,-2.372037,-0.12138271,AGGRESSIVE,3582444,1
0.5450225,-2.2015684,-1.3223476,AGGRESSIVE,3582445,0
-0.22052419,-0.2243824,-1.9091268,AGGRESSIVE,3582445,0
0.28510702,-0.032849908,-0.5149355,AGGRESSIVE,3582446,0
-0.36477995,-0.75263965,-0.006586075,AGGRESSIVE,3582446,0
-0.26799905,-0.71892405,0.17182064,AGGRESSIVE,3582447,0
0.79800427,-2.897769,-0.5247669,AGGRESSIVE,3582447,0
0.76148415,-3.2722623,-0.054715157,AGGRESSIVE,3582448,0
0.7784623,-1.9260757,-0.72491837,AGGRESSIVE,3582448,0
-0.4103278,-1.5791084,-0.7977667,AGGRESSIVE,3582449,0
-2.2513096,-0.78063375,-0.59372616,AGGRESSIVE,3582449,1
0.14630604,0.72609425,0.5348921,AGGRESSIVE,3582450,1
-1.0709188,-0.29719815,0.18156242,AGGRESSIVE,3582451,0
0.20485091,-1.1254336,-0.083042145,AGGRESSIVE,3582451,0
-1.5810894,-0.6375134,0.77591896,AGGRESSIVE,3582452,0
-2.230279,-0.8359734,0.39679337,AGGRESSIVE,3582452,1
-2.792801,-0.27316356,2.0024471,AGGRESSIVE,3582453,1
0.011655569,-0.15809092,-0.066967964,AGGRESSIVE,3582453,1
0.62809736,0.44010204,0.3445511,AGGRESSIVE,3582454,0
0.3214538,0.051660016,0.77804375,AGGRESSIVE,3582454,0
0.83610725,-2.0364637,0.18987942,AGGRESSIVE,3582455,0
2.0276046,0.20543319,-0.85387516,AGGRESSIVE,3582455,0
1.2021904,-0.49996188,0.16108322,AGGRESSIVE,3582456,0
0.6141052,0.8150452,1.3297758,AGGRESSIVE,3582456,0
-1.6206673,-0.044861384,0.563714,AGGRESSIVE,3582457,0
0.41583645,-0.52546084,0.23229313,AGGRESSIVE,3582458,0
1.3468143,-0.24551699,-0.08561325,AGGRESSIVE,3582458,0
1.3831241,0.030001879,-0.21373463,AGGRESSIVE,3582459,0
1.5081501,-0.7283976,-1.5944934,AGGRESSIVE,3582459,0
2.4656324,1.1205983,-0.83097076,AGGRESSIVE,3582460,0
2.9211383,1.4489026,-3.6840158,AGGRESSIVE,3582460,0
-0.22984242,-0.24654001,0.16299534,AGGRESSIVE,3582461,0
-0.44739318,-0.15190879,1.1090364,AGGRESSIVE,3582461,0
-0.56222916,-0.65438116,0.14338875,AGGRESSIVE,3582462,0
