AccX,AccY,AccZ,Class,Timestamp,brake
-0.4469416,-1.8651457,-0.13651085,SLOW,3583188,0
0.2539816,0.63453865,0.33338833,SLOW,3583188,0
-1.3211612,-0.77778745,0.1835804,SLOW,3583189,0
-0.06827521,0.64116,-0.6700077,SLOW,3583189,0
-0.024574637,1.0126415,0.07268238,SLOW,3583190,0
0.55927014,0.6854597,0.13104916,SLOW,3583191,0
-1.0695596,-1.080426,0.4529152,SLOW,3583191,0
0.11234224,0.9088862,0.5346832,SLOW,3583192,0
-0.27004123,1.2242059,-0.010037422,SLOW,3583192,0
-0.20580399,0.330903,-0.05064869,SLOW,3583193,0
-0.6222877,-0.46958125,-0.45367432,SLOW,3583193,0
1.0474737,0.4053754,-0.48180676,SLOW,3583194,0
-0.7571312,-0.17351988,1.110363,SLOW,3583194,0
0.23285353,-0.8074251,-0.7723894,SLOW,3583195,0
0.84568584,0.030835122,0.06043911,SLOW,3583195,0
0.42234755,-0.47539926,0.046901703,SLOW,3583196,0
-0.59907615,-0.3555925,0.49317265,SLOW,3583196,0
-0.5594038,-0.9970258,-0.28760815,SLOW,3583197,0
0.80622137,0.4002946,-0.8274269,SLOW,3583198,0
0.30987442,-0.25571185,-0.15879536,SLOW,3583198,0
0.4712535,-0.7715615,1.5677824,SLOW,3583199,0
0.0718925,-0.21082039,0.3609724,SLOW,3583199,0
0.06028092,0.4117208,1.5577402,SLOW,3583200,0
-0.804088,-0.18334661,-0.17853546,SLOW,3583200,0
-0.45646846,-0.18529075,0.19172478,SLOW,3583201,0
-1.1668698,-1.326871,-0.14661407,SLOW,3583201,0
0.10057926,0.43009934,0.2736845,SLOW,3583202,0
0.402614,1.093422,-0.5055685,SLOW,3583202,0
0.048919797,-0.16038913,0.2972622,SLOW,3583203,0
0.8069997,0.20225528,1.0079346,SLOW,3583203,0
1.2662516,0.41197538,0.20884514,SLOW,3583204,0
0.060316563,-0.57895935,-0.040132523,SLOW,3583205,0
0.28521538,0.22967772,-0.4885931,SLOW,3583205,0
0.19734764,1.6291451,-1.0172243,SLOW,3583206,0
-0.63430524,0.9409673,-0.28733826,SLOW,3583206,0
-0.06740165,-0.803597,1.0602474,SLOW,3583207,0
0.07310128,-0.6484108,-0.04842949,SLOW,3583207,0
-0.22234964,-0.033600695,0.089624405,SLOW,3583208,0
-0.87686515,-0.64119196,0.73071194,SLOW,3583208,0
-0.4810413,-0.5091853,-0.81832314,SLOW,3583209,0
-0.82985747,0.127289,-0.7107935,SLOW,3583209,0
0.119143605,-0.54130894,0.13966084,SLOW,3583210,0
-0.32054698,-0.56605977,-0.5854616,SLOW,3583210,0
0.24243617,0.105874896,-0.296978,SLOW,3583211,0
1.743416,1.9468694,-1.1146688,SLOW,3583212,0
-1.4782805,0.5437677,1.719861,SLOW,3583212,0
-0.46533263,-0.20102191,-0.57053375,SLOW,3583213,0
-0.09124923,-0.07858199,0.11756897,SLOW,3583213,0
0.25478697,1.1752071,-1.2678642,SLOW,3583214,0
1.317106,1.0413744,-0.14276314,SLOW,3583214,0
0.8441329,0.51605606,0.62551975,SLOW,3583215,0
-1.1394309,0.37974364,-0.4990549,SLOW,3583215,0
0.33463788,1.2733598,-0.24059868,SLOW,3583216,0
-0.2159872,-0.50085473,0.91750336,SLOW,3583216,0
0.8942461,0.6389026,-0.23027039,SLOW,3583217,0
-0.10402012,0.20057106,0.26574898,SLOW,3583218,0
-0.60966885,-0.05365616,1.0261688,SLOW,3583218,0
2.1070733,1.1159666,-0.19676971,SLOW,3583219,0
-0.5727012,-0.2895887,0.41656876,SLOW,3583219,0
-0.003247738,0.31583923,-0.3170538,SLOW,3583220,0
