dev_mean,speed_mean,break_mean,Class
-0.2934426229508195,25.216393442622945,0.16393442622950818,0
0.33052631578947383,14.407894736842104,0.34210526315789475,0
-0.7345945945945945,21.62162162162162,0.05405405405405406,0
-0.2887719298245613,21.97543859649123,0.10526315789473684,0
-0.2162903225806453,25.591935483870962,0.25806451612903225,0
0.9120588235294117,18.242647058823533,0.16176470588235295,0
-0.5408641975308641,18.527160493827168,0.14814814814814814,0
-0.7049315068493149,21.21095890410958,0.3013698630136986,0
-0.5824637681159419,22.30144927536232,0.21739130434782608,0
0.14424242424242462,24.559090909090912,0.21212121212121213,0
0.9870000000000002,23.064285714285713,0.15714285714285714,0
1.2611594202898548,22.47536231884058,0.2898550724637681,0
-0.4843055555555558,21.426388888888884,0.1111111111111111,0
-0.5301333333333335,20.258666666666674,0.21333333333333335,0
0.03147058823529396,22.28088235294118,0.2647058823529412,0
0.33138888888888884,21.376388888888886,0.2361111111111111,0
1.4955555555555562,23.548148148148154,0.3148148148148148,0
-0.605909090909091,12.859090909090908,0.5454545454545454,0
-0.8943902439024389,25.39512195121951,0.3170731707317073,0
0.5846666666666667,22.735,0.35,0
-0.776969696969697,23.162121212121207,0.24242424242424243,0
0.39264367816091933,23.11724137931034,0.1839080459770115,0
0.40451327433628287,21.744247787610618,0.168141592920354,0
-0.8089855072463767,23.160869565217386,0.21739130434782608,0
1.507605633802817,22.781690140845065,0.3380281690140845,0
