AccX,AccY,AccZ,Class,Timestamp,brake
-0.7552192,-0.271029,0.19511223,NORMAL,3582147,0
0.2688098,0.43664575,0.5243044,NORMAL,3582148,0
0.25881934,-0.21497312,0.944047,NORMAL,3582148,0
-0.093703985,-1.5082253,0.5504761,NORMAL,3582149,0
-0.3516302,-0.22719339,-0.22546387,NORMAL,3582150,0
-0.005416155,0.57293844,0.10253048,NORMAL,3582150,0
1.0038338,-0.63604915,0.08699608,NORMAL,3582151,0
0.70077014,-0.43521798,-0.21644688,NORMAL,3582151,0
0.64851165,-0.14566678,0.3037138,NORMAL,3582152,0
0.3094206,0.33549526,0.0735445,NORMAL,3582152,0
-0.12817478,-0.4488916,0.7418976,NORMAL,3582153,0
0.012827158,-0.66252506,-1.0770645,NORMAL,3582153,0
0.13339996,-0.37381345,0.24953175,NORMAL,3582154,0
-0.6126785,0.0809478,-1.1274443,NORMAL,3582154,0
-0.44207907,-0.9701083,0.34475708,NORMAL,3582155,0
-0.9880626,0.47084612,-0.29314137,NORMAL,3582156,0
-1.2130157,-0.1089139,0.310256,NORMAL,3582156,0
-0.009904504,-0.031591415,-0.5983734,NORMAL,3582157,0
0.6364769,2.2738323,1.3460016,NORMAL,3582157,0
-1.2156482,0.34085906,0.2517872,NORMAL,3582158,0
-0.19585133,2.034685,0.4168749,NORMAL,3582158,0
-0.9715093,0.6776272,-0.3838768,NORMAL,3582159,0
-0.420884,-1.1003197,1.1772575,NORMAL,3582159,0
-0.07666731,0.060513973,0.92182827,NORMAL,3582160,0
-0.24298453,-0.9406243,0.9821291,NORMAL,3582160,0
0.51627886,-0.09710498,-0.51405144,NORMAL,3582161,0
3.460945,0.33412617,-0.35953426,NORMAL,3582161,0
-0.7949834,-1.0536178,3.0327854,NORMAL,3582162,0
0.59974277,-0.4389522,1.4831171,NORMAL,3582163,0
-0.049845815,0.1309028,-0.33901596,NORMAL,3582163,0
1.0352476,0.56940544,-0.6775236,NORMAL,3582164,0
0.41493106,-0.27109724,-0.16116905,NORMAL,3582164,0
1.4145677,0.3887788,0.1234808,NORMAL,3582165,0
0.86557174,-1.1967406,0.9044981,NORMAL,3582165,0
-0.844187,-0.3103611,0.24124241,NORMAL,3582166,0
-0.43536854,0.5495569,2.7902308,NORMAL,3582166,0
0.10414004,0.20133662,1.5349922,NORMAL,3582167,0
-0.34915757,-1.2490311,-3.8254828,NORMAL,3582167,0
-1.3925815,-0.67527676,0.26422024,NORMAL,3582168,0
-0.7382462,-0.58472365,-0.35796547,NORMAL,3582168,0
-1.7866954,0.48006263,0.5267334,NORMAL,3582169,0
-0.5083375,0.42952737,-0.32301426,NORMAL,3582170,0
-0.68196464,-0.5489793,0.7821474,NORMAL,3582170,0
-0.89662147,-0.28302214,-1.4763236,NORMAL,3582171,0
-0.4600656,-0.07799253,-0.07079029,NORMAL,3582171,0
0.52455735,-0.28407782,-1.7639604,NORMAL,3582172,0
-0.67088294,0.84231246,-1.6586041,NORMAL,3582172,0
0.81731534,0.24751168,0.18594933,NORMAL,3582173,0
-0.60963774,0.37096137,0.5363989,NORMAL,3582173,0
-0.19407701,0.5433287,-0.094353676,NORMAL,3582174,0
-0.09431934,-0.28084219,-0.69957924,NORMAL,3582174,0
1.1027882,0.33921474,1.9996471,NORMAL,3582175,0
0.46107125,0.11925569,0.717597,NORMAL,3582175,0
0.6245923,0.8543519,2.4978342,NORMAL,3582176,0
-0.03508973,-0.30013746,-0.4509344,NORMAL,3582177,0
0.7773435,-0.51126206,-0.8778868,NORMAL,3582177,0
0.2938969,-0.5212779,-0.58337116,NORMAL,3582178,0
1.2763681,-0.6096272,-1.564343,NORMAL,3582178,0
0.39204073,1.676827,0.3252182,NORMAL,3582179,0
0.013323069,0.2913311,0.2111845,NORMAL,3582179,0
