AccX,AccY,AccZ,Class,Timestamp,brake
0.025551438,-1.2180794,-0.75332737,NORMAL,3582212,0
-0.021017909,0.14100179,0.07687855,NORMAL,3582213,0
0.5482094,0.03599286,-0.6234894,NORMAL,3582213,0
0.73039603,0.73774827,-0.6032219,NORMAL,3582214,0
-1.2864611,-0.3708721,0.9278736,NORMAL,3582214,0
-2.004478,-0.86932564,0.308753,NORMAL,3582215,1
0.110842705,2.8868773,-0.88996315,NORMAL,3582215,1
0.014241099,-0.70649225,-0.11429119,NORMAL,3582216,0
0.42063975,-0.46965098,-0.3346529,NORMAL,3582217,0
0.40342987,2.012217,0.14046955,NORMAL,3582217,0
-0.5196815,0.647765,-0.5555992,NORMAL,3582218,0
-1.0901974,-0.10204399,-0.55255795,NORMAL,3582218,0
0.8672694,0.6048054,-0.8428879,NORMAL,3582219,0
0.8484063,0.33398902,0.85575676,NORMAL,3582219,0
1.2842212,-0.22682554,0.64806175,NORMAL,3582220,0
0.6044936,-0.8993468,-0.38110542,NORMAL,3582220,0
2.11013,0.42405134,-0.79835796,NORMAL,3582221,0
-0.530815,0.35949582,1.2308912,NORMAL,3582221,0
1.8747315,0.52831674,0.24671555,NORMAL,3582222,0
1.2328458,-0.4267766,1.2081814,NORMAL,3582222,0
0.5346775,-1.0542115,0.054468155,NORMAL,3582223,0
0.72977734,-0.2727911,-1.511199,NORMAL,3582224,0
1.1505067,-0.81875694,2.1811886,NORMAL,3582224,0
0.0595212,-0.6503574,0.75940895,NORMAL,3582225,0
0.27685142,1.1094775,0.23948956,NORMAL,3582225,0
-0.7411281,-1.0397905,0.28425884,NORMAL,3582226,0
-0.76658607,0.5522479,-0.42137337,NORMAL,3582226,0
-0.55788076,-0.62981874,-1.4072456,NORMAL,3582227,0
-1.5686687,-0.263351,-2.09023,NORMAL,3582227,0
-0.9216973,-0.9808639,1.4710121,NORMAL,3582228,0
-0.12730014,-0.08631774,0.3479681,NORMAL,3582228,0
-0.9308912,0.70443946,-0.1524868,NORMAL,3582229,0
-0.4367969,1.2235074,0.40111923,NORMAL,3582229,0
-0.19859195,-0.11056495,-1.098547,NORMAL,3582230,0
0.7587905,-0.3428121,-0.058475494,NORMAL,3582231,0
-0.38062322,-0.3981898,-0.030566216,NORMAL,3582231,0
0.04390955,-0.65232724,-0.65949154,NORMAL,3582232,0
0.102231026,-1.0334383,1.2207136,NORMAL,3582232,0
0.33020115,-0.53028727,0.09335995,NORMAL,3582233,0
0.7379894,-0.3134189,-0.4939623,NORMAL,3582233,0
1.0082498,-0.6748872,-0.39862633,NORMAL,3582234,0
0.27969265,-0.7094449,0.1355133,NORMAL,3582234,0
1.1629729,-0.15059762,0.15293789,NORMAL,3582235,0
0.18901396,-0.084457204,-0.30436993,NORMAL,3582235,0
0.67051005,0.3267001,-0.8788805,NORMAL,3582236,0
1.0731578,0.010226868,-0.65871906,NORMAL,3582237,0
0.82358956,-0.41157407,-1.0379219,NORMAL,3582237,0
1.5488696,0.043822996,0.62732124,NORMAL,3582238,0
-0.7943088,-1.1660376,0.94157887,NORMAL,3582238,0
-0.47309875,-0.15878032,-0.119464874,NORMAL,3582239,0
1.2037005,1.5089849,0.5953846,NORMAL,3582239,0
-0.008668184,-1.3679628,0.6250706,NORMAL,3582240,0
-0.53663373,-0.32655418,0.18494797,NORMAL,3582240,0
-0.035609722,-0.40013638,-0.16296864,NORMAL,3582241,0
0.170048,-0.49858943,-1.5398288,NORMAL,3582241,0
0.69331336,-0.21654738,1.2485962,NORMAL,3582242,0
-0.5670364,-0.04540442,0.13901806,NORMAL,3582242,0
-0.14481401,-0.64049196,-0.08941746,NORMAL,3582243,0
-0.4956057,-1.3873625,0.01831913,NORMAL,3582244,0
-0.21027064,0.48627305,-0.92797947,NORMAL,3582244,0
